PT08.S1(CO),T,RH,log_AH,hour,month,CO
1350.0,4.3,56.8,-0.7406581632309971,9.0,1.0,5.1
1476.0,5.6,52.9,-0.7254637820364884,10.0,1.0,5.8
1342.0,5.5,54.9,-0.696151689580244,11.0,1.0,3.8
1488.0,5.1,64.3,-0.5626453724957872,12.0,1.0,4.4
1557.0,5.5,66.1,-0.5091603444469295,13.0,1.0,4.9
1610.0,5.5,69.3,-0.4571268914320562,14.0,1.0,5.2
1583.0,5.0,75.5,-0.4054151093581228,15.0,1.0,4.6
1620.0,5.2,76.2,-0.3862508891843601,16.0,1.0,4.8
1605.0,5.3,77.4,-0.363268059408376,17.0,1.0,4.9
1604.0,5.0,79.6,-0.3535370152478051,18.0,1.0,4.9
1582.0,5.1,83.0,-0.3076127079406598,19.0,1.0,5.5
1523.0,6.4,82.9,-0.2203973256461845,20.0,1.0,4.2
1172.0,10.3,74.0,-0.0793679353835727,21.0,1.0,1.5
1021.0,11.3,71.8,-0.0432207024545634,22.0,1.0,0.1
1125.0,9.8,81.9,-0.0077297980619412,23.0,1.0,0.2
1197.0,9.5,83.8,-0.0028039273327342,0.0,1.0,0.9
1174.0,9.9,81.0,-0.0115666363714654,1.0,1.0,1.0
1106.0,9.9,79.8,-0.0278852034895356,2.0,1.0,0.4
909.0,5.6,69.5,-0.4522422996670933,7.0,1.0,0.1
1098.0,7.0,64.9,-0.4289384642938065,8.0,1.0,0.7
1036.0,7.1,65.4,-0.4088709012429972,9.0,1.0,1.2
912.0,6.4,67.4,-0.4251067483634532,10.0,1.0,0.2
965.0,8.6,63.3,-0.3463003749401927,13.0,1.0,0.3
1009.0,10.0,55.0,-0.3925982424013408,14.0,1.0,0.6
918.0,9.4,53.6,-0.4568110354597525,15.0,1.0,0.2
920.0,9.2,55.0,-0.4459746514463744,16.0,1.0,0.2
923.0,8.7,55.1,-0.4735298390222937,17.0,1.0,0.7
1021.0,8.9,54.4,-0.4780358009429998,18.0,1.0,1.8
998.0,8.6,53.6,-0.5121598467791274,19.0,1.0,2.2
1061.0,9.0,50.4,-0.5431766539836503,20.0,1.0,2.3
1016.0,9.2,49.8,-0.5433488154715508,21.0,1.0,2.6
859.0,8.8,52.1,-0.5245865390160278,22.0,1.0,1.1
945.0,8.8,50.9,-0.5480084148937068,23.0,1.0,1.2
937.0,8.7,51.1,-0.5525160508201997,0.0,1.0,1.8
876.0,8.6,51.5,-0.5495664520824212,1.0,1.0,1.1
831.0,8.5,51.9,-0.5506064937778352,2.0,1.0,0.9
828.0,8.1,53.1,-0.5547775112951734,3.0,1.0,0.7
810.0,7.8,54.2,-0.5525160508201997,4.0,1.0,0.6
822.0,7.1,56.0,-0.5638748448558062,5.0,1.0,0.6
898.0,7.0,57.6,-0.5474896081375821,6.0,1.0,0.9
909.0,7.5,55.3,-0.5561717255328675,7.0,1.0,1.0
1256.0,7.0,56.3,-0.5691612007789542,8.0,1.0,3.4
1298.0,7.6,53.5,-0.5789260364699225,9.0,1.0,4.2
1326.0,8.3,50.5,-0.5873467616737338,10.0,1.0,4.4
1139.0,12.4,37.1,-0.6294214896794004,11.0,1.0,2.9
1135.0,13.9,32.3,-0.6700167631710908,12.0,1.0,2.6
1117.0,14.4,28.9,-0.7501409020800657,13.0,1.0,2.6
1094.0,14.8,25.4,-0.8535507020529692,14.0,1.0,3.0
982.0,15.1,20.8,-1.039588948218649,15.0,1.0,2.3
1107.0,15.4,23.5,-0.8974689776335673,16.0,1.0,3.0
1290.0,13.7,28.1,-0.8253080841622843,17.0,1.0,4.5
1445.0,11.5,37.5,-0.6796388305351531,18.0,1.0,6.0
1357.0,10.4,42.3,-0.627921395642238,19.0,1.0,4.3
1248.0,9.9,44.0,-0.6197108624867631,20.0,1.0,3.4
1220.0,8.7,48.3,-0.6055026707078991,21.0,1.0,2.8
1137.0,8.1,49.9,-0.613042936318284,22.0,1.0,2.1
1102.0,7.3,52.8,-0.6126737964100685,23.0,1.0,1.7
1082.0,8.0,52.2,-0.575719763683981,0.0,1.0,1.8
1053.0,6.8,56.4,-0.5782126424678459,1.0,1.0,1.6
1003.0,6.7,57.4,-0.570221833722647,2.0,1.0,1.4
1019.0,5.9,62.1,-0.5436932273916075,3.0,1.0,1.3
1118.0,5.5,66.5,-0.5018658823945187,5.0,1.0,1.3
1206.0,5.9,65.8,-0.4815904984976557,6.0,1.0,1.6
1256.0,6.4,63.9,-0.4793269567066197,7.0,1.0,2.4
1501.0,7.2,62.2,-0.4539728121732079,8.0,1.0,4.5
1578.0,7.9,60.0,-0.4453500418070794,9.0,1.0,5.7
1427.0,8.3,58.5,-0.4458184624573806,10.0,1.0,4.3
1440.0,9.3,54.5,-0.443946094926446,11.0,1.0,4.2
1522.0,10.2,53.1,-0.4143040567753686,12.0,1.0,4.5
1517.0,11.1,51.4,-0.3871341514234409,13.0,1.0,5.0
1300.0,12.8,46.9,-0.3683138424773717,14.0,1.0,2.9
1401.0,13.1,48.0,-0.3311464438658653,15.0,1.0,3.0
1551.0,13.5,51.5,-0.231932057347289,16.0,1.0,3.3
1411.0,13.4,51.2,-0.2474362438832542,17.0,1.0,1.4
1434.0,12.1,55.3,-0.2514144332812395,18.0,1.0,2.3
1489.0,12.0,56.5,-0.2326889641577412,19.0,1.0,1.6
1835.0,10.4,64.4,-0.2078855489252288,20.0,1.0,4.9
1804.0,9.4,69.1,-0.2045671657412744,21.0,1.0,6.4
1579.0,8.9,71.0,-0.2088708920274911,22.0,1.0,3.5
1508.0,8.1,73.8,-0.2271515727117486,23.0,1.0,1.7
1535.0,7.3,76.8,-0.235216132548479,0.0,1.0,2.6
1395.0,7.3,76.7,-0.240544065994377,1.0,1.0,1.6
1392.0,7.1,77.3,-0.245133569205825,2.0,1.0,1.5
1326.0,6.7,78.7,-0.2511572977694086,3.0,1.0,0.9
1297.0,7.0,77.8,-0.2423263707309836,4.0,1.0,0.5
1331.0,5.7,80.5,-0.2989452647304916,5.0,1.0,0.9
1288.0,5.2,81.4,-0.3180038323381698,6.0,1.0,0.4
1322.0,5.6,80.4,-0.3080208434473115,7.0,1.0,0.5
1390.0,6.3,78.8,-0.2818325476628893,8.0,1.0,0.8
1443.0,6.9,76.9,-0.2637051630703326,9.0,1.0,1.4
1496.0,9.2,67.7,-0.2357223335210698,10.0,1.0,1.6
1439.0,11.6,59.8,-0.2043217970736219,11.0,1.0,1.5
1432.0,14.0,52.0,-0.1877764074769184,12.0,1.0,1.0
1398.0,15.0,50.2,-0.1631073378701503,13.0,1.0,1.0
1380.0,14.9,49.9,-0.1750679280826465,14.0,1.0,1.3
1022.0,15.8,33.8,-0.5051749522571762,15.0,1.0,0.1
987.0,13.4,27.2,-0.8777914327235452,18.0,1.0,0.1
1100.0,12.2,28.7,-0.8972236691569293,19.0,1.0,0.4
1064.0,11.3,25.7,-1.072359917524044,20.0,1.0,0.7
1316.0,9.7,31.9,-0.9550315601905855,21.0,1.0,2.7
1262.0,8.4,36.5,-0.9075787912721336,22.0,1.0,2.1
1259.0,8.2,36.8,-0.9122987106046176,23.0,1.0,1.3
1166.0,8.0,36.0,-0.9488139235797152,0.0,1.0,0.8
1127.0,4.0,80.4,-0.4109802887962745,2.0,1.0,0.1
791.0,6.6,51.3,-0.6879606538726452,5.0,1.0,0.3
836.0,7.0,47.2,-0.7454936609321545,6.0,1.0,0.5
907.0,6.6,47.9,-0.7580057529084417,7.0,1.0,0.6
1174.0,7.2,49.8,-0.6810210007621047,8.0,1.0,1.8
1094.0,6.9,52.8,-0.6361999001181952,9.0,1.0,2.0
992.0,8.7,46.7,-0.6445475107238829,10.0,1.0,1.4
955.0,10.0,40.6,-0.6989640658815102,11.0,1.0,0.6
959.0,11.8,35.4,-0.7180548162661301,12.0,1.0,0.5
981.0,10.7,37.2,-0.736472305298319,13.0,1.0,0.7
947.0,10.9,34.9,-0.7852624694677509,14.0,1.0,0.7
1023.0,10.7,33.1,-0.8542553409547025,15.0,1.0,1.1
1009.0,10.6,34.2,-0.8266785731844679,16.0,1.0,1.3
1007.0,8.9,38.1,-0.8344803566765893,17.0,1.0,1.0
1054.0,7.8,39.7,-0.8660730157135377,18.0,1.0,1.5
1018.0,7.3,42.2,-0.8344803566765893,19.0,1.0,1.5
976.0,6.9,42.5,-0.8540204061480303,20.0,1.0,1.2
872.0,6.6,43.2,-0.8563722416629115,21.0,1.0,0.3
869.0,4.3,45.9,-0.9563317814113388,8.0,1.0,0.2
938.0,4.2,50.1,-0.8751487885429798,9.0,1.0,0.7
951.0,3.4,62.7,-0.7046126586692234,10.0,1.0,0.5
892.0,5.0,51.4,-0.7909805409087084,11.0,1.0,0.4
876.0,5.7,44.1,-0.900663475988456,12.0,1.0,0.3
872.0,5.2,44.5,-0.9243229035714192,13.0,1.0,0.3
893.0,4.7,48.6,-0.8689301605143175,14.0,1.0,0.4
879.0,4.5,51.0,-0.837710631751298,15.0,1.0,0.2
896.0,5.1,50.1,-0.813734143549063,16.0,1.0,0.4
909.0,5.0,50.4,-0.8141855089370014,17.0,1.0,0.4
958.0,4.3,56.4,-0.7505644514298959,18.0,1.0,0.7
984.0,4.3,56.7,-0.7423374247507171,19.0,1.0,1.0
991.0,4.3,57.0,-0.7400291664600757,20.0,1.0,1.1
881.0,3.5,60.3,-0.7377262239579127,21.0,1.0,0.3
853.0,4.1,52.5,-0.8321793892555026,22.0,1.0,0.1
896.0,3.3,50.2,-0.9329283730271782,8.0,1.0,0.3
913.0,3.5,47.5,-0.9733903239147278,9.0,1.0,0.6
871.0,4.3,49.4,-0.8828559557879176,10.0,1.0,0.3
872.0,4.5,48.4,-0.8840655845794182,11.0,1.0,0.1
858.0,4.3,50.0,-0.8677386912919894,12.0,1.0,0.1
876.0,4.3,49.7,-0.8756287501552654,13.0,1.0,0.2
900.0,4.9,45.3,-0.9276044917744284,14.0,1.0,0.5
864.0,5.6,42.4,-0.9457195425649672,15.0,1.0,0.3
902.0,5.7,43.1,-0.920298753271694,16.0,1.0,0.3
916.0,4.8,49.7,-0.8428079551143516,17.0,1.0,0.3
1004.0,5.1,43.0,-0.9620729245292828,18.0,1.0,1.0
1024.0,5.3,44.4,-0.9238189982949466,19.0,1.0,1.4
1011.0,4.9,47.9,-0.8722738464573808,20.0,1.0,1.4
1006.0,4.7,50.8,-0.8214352008614761,21.0,1.0,1.1
913.0,4.6,54.8,-0.7541718823977199,22.0,1.0,0.4
905.0,4.0,56.8,-0.7575790407193342,23.0,1.0,0.2
872.0,4.2,46.8,-0.941608539858445,0.0,1.0,0.2
843.0,4.5,42.0,-1.0297394243817344,1.0,1.0,0.2
863.0,4.1,42.1,-1.0535433253005315,2.0,1.0,0.2
778.0,4.1,45.9,-0.9665319483109016,5.0,1.0,0.4
801.0,4.3,42.5,-1.0339487753423875,6.0,1.0,0.5
827.0,4.6,38.1,-1.1187129603751127,7.0,1.0,0.7
1038.0,4.6,39.4,-1.0885629528151082,8.0,1.0,1.9
1040.0,4.8,41.9,-1.012251123020066,9.0,1.0,2.4
980.0,5.9,40.2,-0.9781661355922424,10.0,1.0,2.0
912.0,7.0,38.4,-0.9516588757119464,11.0,1.0,1.3
887.0,6.6,40.2,-0.9303896562536568,12.0,1.0,1.0
922.0,6.6,41.2,-0.904856354248492,13.0,1.0,1.2
928.0,7.3,36.8,-0.9731256686266936,14.0,1.0,1.5
921.0,7.3,35.0,-1.0261055978813616,15.0,1.0,1.3
905.0,7.0,33.5,-1.0885629528151082,16.0,1.0,1.5
906.0,6.5,32.4,-1.1535965970008693,17.0,1.0,1.5
981.0,5.7,33.9,-1.161232650649777,18.0,1.0,2.1
1053.0,5.0,36.1,-1.1463330248795214,19.0,1.0,2.6
1086.0,4.7,38.3,-1.1068460935952131,20.0,1.0,3.0
967.0,4.5,39.9,-1.0817551716016869,21.0,1.0,2.0
902.0,4.3,41.1,-1.0639210488781792,22.0,1.0,1.4
916.0,4.0,43.1,-1.0353558390330948,23.0,1.0,1.3
895.0,3.7,46.0,-0.9939820395900268,0.0,1.0,1.2
866.0,3.3,47.4,-0.9899372720424536,1.0,1.0,1.1
861.0,3.0,49.1,-0.9744496460476872,2.0,1.0,0.9
845.0,3.5,48.0,-0.9618112471759644,3.0,1.0,0.8
849.0,3.6,48.0,-0.958415658174826,4.0,1.0,0.6
818.0,4.0,47.8,-0.9367485737765512,5.0,1.0,0.5
864.0,4.1,48.1,-0.9225603448877504,6.0,1.0,0.6
856.0,4.1,47.4,-0.9349639971397764,7.0,1.0,0.7
1024.0,4.2,48.7,-0.8982052643277701,8.0,1.0,1.6
1050.0,4.1,49.8,-0.887460350206278,9.0,1.0,2.2
984.0,4.3,48.4,-0.905598102335412,10.0,1.0,1.8
990.0,4.6,49.7,-0.8507371011347162,11.0,1.0,1.5
970.0,4.5,49.6,-0.8651224452997557,12.0,1.0,1.8
943.0,4.4,48.4,-0.8947738884119054,13.0,1.0,1.4
994.0,4.7,47.2,-0.8977143463012197,14.0,1.0,2.1
932.0,4.2,49.5,-0.8872174843884479,15.0,1.0,1.6
891.0,3.4,50.7,-0.9185432669274488,16.0,1.0,1.3
,,,,17.0,1.0,1.9
,,,,18.0,1.0,2.4
,,,,19.0,1.0,3.0
,,,,20.0,1.0,1.9
,,,,21.0,1.0,1.8
,,,,22.0,1.0,1.1
,,,,23.0,1.0,1.1
,,,,0.0,1.0,1.1
,,,,1.0,1.0,1.0
793.0,1.9,49.7,-1.0418539548495007,2.0,1.0,0.7
790.0,1.6,52.9,-0.99641677635344,3.0,1.0,0.6
776.0,1.4,53.8,-0.9977719737420382,4.0,1.0,0.5
766.0,1.0,54.7,-1.0059419538268015,5.0,1.0,0.5
774.0,1.4,52.3,-1.0241543777501,6.0,1.0,0.4
801.0,1.6,51.0,-1.032543688698405,7.0,1.0,0.5
847.0,1.4,53.1,-1.0100521116886294,8.0,1.0,0.8
874.0,1.7,54.1,-0.9715392061046336,9.0,1.0,1.1
879.0,2.5,51.0,-0.9733903239147278,10.0,1.0,1.1
888.0,2.9,48.7,-0.9926319651308776,11.0,1.0,1.1
873.0,3.6,45.8,-1.0013041062011117,12.0,1.0,1.1
877.0,3.1,48.1,-0.9883239347739868,13.0,1.0,1.1
893.0,3.4,46.6,-1.0029385385998273,14.0,1.0,1.2
866.0,3.7,45.8,-0.9950634130395508,15.0,1.0,1.0
873.0,4.4,43.7,-0.9975007872996984,16.0,1.0,1.2
911.0,4.0,44.9,-0.997229674379507,17.0,1.0,1.3
908.0,3.3,46.8,-1.0021209884793485,18.0,1.0,1.4
907.0,3.1,48.1,-0.9923621688254506,19.0,1.0,1.3
925.0,2.8,49.0,-0.9942522733438668,20.0,1.0,1.4
920.0,3.1,47.4,-1.0048487588559465,21.0,1.0,1.5
865.0,2.9,49.0,-0.9875182411625228,22.0,1.0,1.0
867.0,2.8,49.1,-0.987249820814649,23.0,1.0,1.0
900.0,2.9,49.7,-0.97233212275778,0.0,1.0,1.1
901.0,3.8,46.5,-0.977634362115207,1.0,1.0,1.3
863.0,3.2,46.9,-1.0056685430253718,2.0,1.0,1.0
884.0,3.1,45.2,-1.0486799199199006,3.0,1.0,1.1
806.0,3.1,44.4,-1.0729445419195318,5.0,1.0,0.6
801.0,3.0,43.4,-1.0975128932248088,6.0,1.0,0.5
790.0,2.8,43.8,-1.1062413158326008,7.0,1.0,0.4
805.0,2.7,43.2,-1.1211646931386212,8.0,1.0,0.5
843.0,3.3,42.3,-1.1089657007476013,9.0,1.0,0.7
849.0,4.6,39.0,-1.0996127890016931,10.0,1.0,0.8
872.0,5.6,37.5,-1.0711916930921177,11.0,1.0,0.8
890.0,7.2,34.2,-1.0532565869473125,12.0,1.0,1.0
874.0,6.9,35.6,-1.032543688698405,13.0,1.0,0.9
863.0,8.2,30.1,-1.1144368390150812,14.0,1.0,0.9
840.0,7.6,27.9,-1.2286070852842967,15.0,1.0,0.9
845.0,7.9,25.9,-1.282294771101406,16.0,1.0,1.0
888.0,7.8,28.3,-1.1983221328171216,17.0,1.0,1.0
845.0,6.3,28.8,-1.283016011666389,18.0,1.0,1.1
880.0,5.4,30.1,-1.2997497597197047,19.0,1.0,1.2
917.0,5.0,31.1,-1.2982834837971773,20.0,1.0,1.6
927.0,4.6,33.8,-1.238564249095555,21.0,1.0,1.7
868.0,4.3,36.6,-1.1828638411157009,22.0,1.0,1.1
932.0,4.0,39.0,-1.1384972223670249,23.0,1.0,1.3
971.0,2.9,42.8,-1.1159619270032226,0.0,1.0,1.7
891.0,3.4,38.9,-1.1789550413506482,1.0,1.0,1.5
806.0,4.0,36.4,-1.2099908766514988,2.0,1.0,0.8
787.0,4.0,36.4,-1.207646209692245,3.0,1.0,0.5
791.0,3.7,37.7,-1.1960046346767592,4.0,1.0,0.4
787.0,3.4,38.9,-1.1792801917355644,5.0,1.0,0.4
814.0,3.7,37.5,-1.1999807830563984,6.0,1.0,0.4
844.0,3.7,35.2,-1.2612488721456665,7.0,1.0,0.7
1049.0,3.7,33.9,-1.297551151285502,8.0,1.0,1.8
1293.0,6.6,34.4,-1.09094178236389,10.0,1.0,3.5
1121.0,10.0,22.4,-1.2898938668335755,11.0,1.0,2.8
1112.0,11.9,18.6,-1.354408172257569,12.0,1.0,3.1
1060.0,12.5,17.2,-1.3955369424868231,13.0,1.0,2.5
1056.0,13.2,17.3,-1.3447686142913924,14.0,1.0,2.7
1131.0,13.5,18.7,-1.247576441808068,15.0,1.0,2.9
1162.0,14.1,18.2,-1.2351195333227727,16.0,1.0,3.2
1283.0,13.0,20.3,-1.194022473472768,17.0,1.0,4.1
1414.0,10.4,24.7,-1.166034964985544,18.0,1.0,6.1
1486.0,8.6,29.8,-1.0954173977715906,19.0,1.0,6.8
1523.0,7.3,36.8,-0.9752448747178256,20.0,1.0,6.8
1283.0,6.3,39.4,-0.9689006821464524,21.0,1.0,3.7
1109.0,5.4,43.5,-0.9359833652198912,22.0,1.0,2.1
1055.0,5.1,45.6,-0.9023878267051636,23.0,1.0,1.4
1038.0,4.2,49.4,-0.8867319296326107,0.0,2.0,1.3
996.0,4.1,50.1,-0.8794767587514388,1.0,2.0,1.1
995.0,4.1,51.5,-0.8526119552109723,2.0,2.0,1.0
1000.0,3.7,57.5,-0.7719739611059163,3.0,2.0,0.9
1042.0,2.5,64.8,-0.732511904082222,4.0,2.0,0.8
1042.0,1.8,68.9,-0.7178497932003172,5.0,2.0,0.9
1024.0,2.0,64.9,-0.7633550756034417,6.0,2.0,1.1
1147.0,2.2,65.3,-0.7486598904902041,7.0,2.0,1.6
1496.0,3.1,64.0,-0.7056247020710579,8.0,2.0,3.7
1541.0,3.7,61.7,-0.6997690568688323,9.0,2.0,4.8
1491.0,4.4,58.8,-0.697356025334,10.0,2.0,4.1
1533.0,5.8,54.1,-0.6891551592904078,11.0,2.0,4.5
1507.0,7.3,50.8,-0.6489389258956251,12.0,2.0,4.5
1451.0,9.5,47.2,-0.5817847127064847,13.0,2.0,3.7
1432.0,11.8,44.4,-0.4913498472653339,14.0,2.0,4.2
1408.0,12.7,45.5,-0.4082690354408987,15.0,2.0,3.3
1377.0,13.5,44.8,-0.3713535784793965,16.0,2.0,3.2
1454.0,12.3,48.9,-0.3614003769460638,17.0,2.0,3.6
1268.0,10.8,40.3,-0.6537341782031103,18.0,2.0,3.5
1259.0,9.4,36.7,-0.8384041932170838,19.0,2.0,4.1
1261.0,8.3,39.5,-0.8397927609014301,20.0,2.0,4.0
1133.0,7.8,41.3,-0.8234836822879487,21.0,2.0,3.3
1054.0,7.3,43.8,-0.7973972019337444,22.0,2.0,3.0
1055.0,6.7,47.6,-0.7575790407193342,23.0,2.0,2.6
1059.0,6.6,51.2,-0.6917481596462379,0.0,2.0,2.6
1063.0,6.4,52.6,-0.6784556318169557,1.0,2.0,2.6
1135.0,5.3,57.8,-0.6583593550742813,2.0,2.0,2.9
1126.0,3.4,66.7,-0.6384696192692495,3.0,2.0,2.9
1058.0,3.3,66.8,-0.65104600454131,4.0,2.0,2.5
1040.0,3.7,62.9,-0.6814162576842466,5.0,2.0,2.0
1069.0,2.6,67.5,-0.6863701962809217,6.0,2.0,2.2
1042.0,3.5,60.9,-0.7221641296304379,7.0,2.0,2.4
1322.0,2.7,63.4,-0.7366811825836737,8.0,2.0,4.0
1549.0,2.8,64.2,-0.7217524375702797,9.0,2.0,6.7
1416.0,5.8,53.1,-0.7048149854276274,10.0,2.0,5.6
1337.0,9.7,40.1,-0.7273246323615318,11.0,2.0,4.3
1281.0,12.7,30.0,-0.8214352008614761,12.0,2.0,4.0
1037.0,13.7,20.7,-1.132893222644984,13.0,2.0,2.6
1028.0,13.7,19.9,-1.1666770195822391,14.0,2.0,2.2
984.0,14.1,18.1,-1.243406873571343,15.0,2.0,1.9
1010.0,14.5,18.0,-1.2187480899080905,16.0,2.0,1.8
1113.0,13.2,20.4,-1.1796054478776414,17.0,2.0,3.1
1253.0,10.5,25.1,-1.141311043201225,18.0,2.0,4.8
1400.0,8.9,31.4,-1.0224849282805588,19.0,2.0,5.8
1470.0,8.2,36.2,-0.9281103086794972,20.0,2.0,5.9
1281.0,6.7,39.6,-0.9400712605395584,21.0,2.0,4.1
1084.0,5.8,42.0,-0.9405834244431996,22.0,2.0,1.8
1097.0,4.9,45.9,-0.9165407631293644,23.0,2.0,1.7
1032.0,4.5,47.9,-0.8967332326586244,0.0,2.0,1.7
1046.0,3.9,51.6,-0.8613291738001808,1.0,2.0,1.5
975.0,3.4,54.7,-0.8386354873085509,2.0,2.0,1.1
932.0,3.3,56.1,-0.8257647051747844,3.0,2.0,0.9
932.0,1.2,63.7,-0.837710631751298,5.0,2.0,0.3
937.0,2.1,60.3,-0.8282798545514417,6.0,2.0,0.4
996.0,1.3,63.1,-0.8388668349093515,7.0,2.0,0.6
1382.0,1.3,64.8,-0.818710403535291,8.0,2.0,3.0
1544.0,2.1,62.2,-0.8005096988884447,9.0,2.0,5.6
1429.0,5.1,50.8,-0.7987299431350104,10.0,2.0,4.9
1312.0,8.5,39.7,-0.8153148145341529,11.0,2.0,3.5
1205.0,11.5,33.0,-0.8038553025443669,12.0,2.0,2.2
1322.0,12.2,34.3,-0.7207239483301798,13.0,2.0,2.7
1301.0,13.5,35.0,-0.6169271546485363,14.0,2.0,2.7
1280.0,14.9,34.9,-0.5329008314178483,15.0,2.0,2.1
1256.0,15.7,34.5,-0.4924946670812672,16.0,2.0,2.0
1358.0,14.7,37.2,-0.4812668215244463,17.0,2.0,2.4
1713.0,12.2,44.8,-0.4553909168778901,18.0,2.0,6.7
1655.0,10.3,52.4,-0.4188543452271804,19.0,2.0,6.4
1444.0,9.3,55.5,-0.4303214841070309,20.0,2.0,3.9
1314.0,8.3,57.6,-0.4614007404384677,21.0,2.0,2.7
1368.0,6.3,65.1,-0.4720857954500601,22.0,2.0,3.0
1195.0,6.5,63.1,-0.489064131984478,23.0,2.0,2.1
1083.0,6.0,62.7,-0.5293290953305504,0.0,2.0,1.2
1055.0,5.1,65.4,-0.5452445506364498,1.0,2.0,1.2
973.0,4.7,64.6,-0.5855491699619272,2.0,2.0,0.7
1039.0,2.9,72.2,-0.5936639020749952,3.0,2.0,0.9
949.0,5.0,63.5,-0.5842927756478632,4.0,2.0,0.8
920.0,3.9,65.5,-0.6223159997993539,5.0,2.0,0.4
989.0,1.8,74.5,-0.6403649951209758,6.0,2.0,0.7
1100.0,1.8,73.7,-0.654311156774747,7.0,2.0,1.4
1411.0,2.3,70.9,-0.6573940108541275,8.0,2.0,4.0
1328.0,4.4,61.1,-0.6585525357954464,9.0,2.0,3.9
1308.0,7.7,49.8,-0.6411241524927935,10.0,2.0,3.1
1280.0,12.1,36.9,-0.651621433731447,11.0,2.0,3.2
1056.0,15.0,28.5,-0.7296037175705605,12.0,2.0,1.5
1019.0,14.5,28.3,-0.7624972586947385,13.0,2.0,1.2
1084.0,12.9,31.8,-0.7535343305750405,14.0,2.0,1.9
998.0,12.1,32.3,-0.7878975171057561,15.0,2.0,1.5
987.0,11.3,33.5,-0.8038553025443669,16.0,2.0,1.4
1079.0,11.4,32.6,-0.8271358205632621,17.0,2.0,1.9
1096.0,9.1,37.8,-0.8273645226797536,18.0,2.0,2.2
1146.0,8.1,41.0,-0.8078848580303686,19.0,2.0,3.0
1125.0,7.7,41.9,-0.8189371866182451,20.0,2.0,2.6
1130.0,7.1,43.9,-0.8135085372311291,21.0,2.0,2.8
1017.0,6.3,45.8,-0.8191640211434322,22.0,2.0,1.6
1017.0,6.0,46.1,-0.8321793892555026,23.0,2.0,1.3
1041.0,5.5,49.0,-0.8049729957422022,0.0,2.0,1.6
1034.0,4.9,52.0,-0.7878975171057561,1.0,2.0,1.5
1009.0,4.1,54.7,-0.7905395265685947,2.0,2.0,1.3
1105.0,2.1,64.2,-0.7693804865595344,3.0,2.0,1.6
1084.0,1.5,66.2,-0.7828530936444383,4.0,2.0,2.0
989.0,1.0,67.7,-0.7934096024983396,5.0,2.0,1.3
1047.0,0.8,69.9,-0.7784872277269607,6.0,2.0,0.9
1091.0,1.3,67.2,-0.7769636666530559,7.0,2.0,1.4
1263.0,2.0,63.6,-0.7843856609942166,8.0,2.0,3.1
1165.0,4.1,52.7,-0.8335593342766904,9.0,2.0,4.1
966.0,7.5,39.2,-0.8937956540467841,10.0,2.0,1.3
927.0,9.0,34.5,-0.9213032736976992,11.0,2.0,0.9
909.0,9.2,34.5,-0.9100601821235188,12.0,2.0,1.0
941.0,9.3,33.8,-0.9210520489758656,13.0,2.0,1.0
903.0,9.3,33.1,-0.9482975280092416,14.0,2.0,1.1
891.0,9.7,30.8,-0.9899372720424536,15.0,2.0,0.8
904.0,9.6,31.1,-0.9893992036947934,16.0,2.0,1.0
900.0,8.6,32.8,-1.0026659476209008,17.0,2.0,0.9
926.0,7.2,35.0,-1.030860186617291,18.0,2.0,0.9
999.0,6.4,36.8,-1.0311405735530972,19.0,2.0,1.6
994.0,6.0,40.2,-0.9747146520118722,20.0,2.0,1.4
1010.0,5.5,42.6,-0.9482975280092416,21.0,2.0,1.4
938.0,4.9,43.7,-0.9652184054975786,22.0,2.0,1.1
983.0,4.2,43.2,-1.0202633222571331,23.0,2.0,1.2
963.0,4.0,39.2,-1.1307223425863433,0.0,2.0,1.8
962.0,3.7,40.1,-1.1301029557594804,1.0,2.0,1.4
980.0,3.1,47.1,-1.0111510128981152,2.0,2.0,1.4
914.0,2.6,48.8,-1.0056685430253718,3.0,2.0,0.9
854.0,1.2,51.9,-1.0455455677314176,5.0,2.0,0.8
838.0,1.0,52.2,-1.0529699307894087,6.0,2.0,0.7
831.0,0.6,53.3,-1.0592954262911594,7.0,2.0,0.7
833.0,0.8,52.8,-1.0590070340757505,8.0,2.0,0.6
870.0,0.3,53.7,-1.0717756347145502,9.0,2.0,0.8
984.0,4.1,42.9,-1.0353558390330948,10.0,2.0,1.3
1065.0,8.0,33.3,-1.0241543777501,11.0,2.0,2.0
968.0,10.7,25.2,-1.1263946696805611,12.0,2.0,1.7
911.0,11.1,23.5,-1.1695713776086036,13.0,2.0,1.2
868.0,10.6,26.0,-1.1026203100656484,14.0,2.0,1.0
868.0,10.3,27.7,-1.0552654841647438,15.0,2.0,0.8
904.0,10.2,28.3,-1.0452611131711151,16.0,2.0,1.0
944.0,9.2,29.9,-1.0558401968242408,17.0,2.0,1.4
925.0,6.9,36.4,-1.011975982008563,18.0,2.0,1.1
985.0,6.0,38.0,-1.0261055978813616,19.0,2.0,1.6
1002.0,5.8,36.4,-1.0832311866298072,20.0,2.0,1.8
938.0,5.8,35.4,-1.1129140733789693,21.0,2.0,1.4
896.0,5.4,36.6,-1.107451237335314,22.0,2.0,1.1
907.0,5.1,37.9,-1.0912395343386967,23.0,2.0,1.0
902.0,4.8,38.0,-1.1086626245216111,0.0,2.0,1.1
